tweet,class
  i hate when people ask who you tryna look good for bitch myself bye,2
"  me goodnight moon 

moon goodnight lil bitch",2
  wayne really treat nicki like thats his bitch ....,2
  beautiful wall color   i dont love these bitches and you shouldnt either  ,2
  our taxi driver is fucking retarded.. he doesnt know how to get from grapevine to lewisville,2
  bitch u lame af.... get with the times and pop that ass   this makes me kinda sad ,2
  boys are dumb no faith in boys bitch shut up youre in high school acting like this is going to be the person you marry.,2
  if your girl is upset and crying..let her cry...she needs to learn how to stop being a pussy. toughen up,2
  i dont send nudes  a bitch wit trash nudes,2
  crafty bitches  best way to cheat on a test ,2
  aw thats cute your mom raised you to be a bitchy little cunt,2
  bitches be begging for love amp loyalty when theyve never giving it to anyone. karma bitch,2
  i peep everything. and just know ill slap a bitch with a smile on my face.,2
  rivers is seriously a bitch. dont throw your hands around like a  year old bc something didnt go right. lol,2
  you think she bad well my bitch meaner ,2
"    when bitches say darkskin niggas fuck the best this all i see......... 

wo",2
  boosie said he got a bitch from the sip. thots are gonna have boosies bitch in da sip in their bio now bethiphopawards,2
   nigga damn   dej loaf got all these bitches getting tryed,2
   its like zero bitches in nap thats gon stick by yo side if you fall off forreal tho this ain no lie ,2
  cant turn a hoe into a house wife babbyyy.,2
  bitches that dress like this pussy taste like hot dog water and bad grades. ,2
  i cant stand you i dont text first ass bitches.,2
  fat bitch im thick ,2
  my rapper name would be nigger,2
  nigger hair comin from this bitch who had a dread on the back of her she forgot from centurys ago,2
  im a knock the pussy out like fight night,2
  fuck with us and then we tweaking hoe,2
  all babies are born hipsters because they come out of the hospital in beanies.,2
  all it takes is one female to change that nigga but it takes  niggas to change that hoe ,2
  bitch be working and keep singing like she aint never bust a move ,2
  mckean mckean lol hate half the people there lol weird ass hoes lol corny ass food  i still kill that shit doe ,2
  when a hoe get outta line featuring  cat ,2
    lol      just so u faggots know ,2
  fuck twerking bitch can you cook ,2
   he knows game. hes just gonna make it as small of a loss as possible.she was  of don juan hoes off jump ,2
  step up into the gauntlet bitch nuts. i could use something to wipe my ass with,2
  all you need in life is bottles bitches and life lessons.  sam houston state,2
  guy tells me he doesnt eat pussy and all of the sudden i dont suck dick anymore  centeral washington university,2
  i rub orange peels on my dick before i go out cuz i dont want these bitches to catch a cold. vitaminsemen  prairie,2
  the only thing that collegefession has taught me is that in fact these hoes aint loyal  stony brook,2
  were putting long hard dicks down our throats the least you could do is lick a little pussy returnthefavor  illino,2
  lmao okay now lets address pepsi pussy   real niggas know ,2
  blow shit up and get fatter. white trash love this holiday.,2
  who wants to be   follower follow bitches cruze pittsburgh,2
  bitch act like she never seen a face mask bitchplease ,2
    sharpton went from being a big fat snitch to a skinny bitch. either way hes nothing but a carni,2
     shat   when deltas smell they own pussy ,2
  you notice that im the real them other bitches is wack,2
  bitches be quick to say  let me pull out my phone ,2
"  are these hoes loyal

 n
 o
 o
 o
o
 o
o
 
 
.
.
 .
.",2
  dont make me pull out the pokeflute hoe ,2
  each time i do it for ya i make that bad pussy behave,2
  doctor is available to examine your pussy testicles and penis as painlessly as possible.,2
  i want to eat as much pussy as i can before lent.  mw  ,2
  some women just werent blessed with a cotton candy pussy,2
  im such a bitch to you. why do you stick around,2
  if unfollow me youre a little bitch cus you couldnt handle my tweets lol,2
  fuck these lancaster bitches they all the same,2
   thought you were sleeping bitch ,2
  all it takes is one bitch ass monkey or human to fuck up every bodies peace and serenity.,2
  congress really is acting like a bunch of bitter bitches.you cant continue to refight an election you lost.obama is president,2
  you know my motto it aint tricking if shes wo it but fuck first trick later depending on the potency of the pussy.,2
"  what females do on twitter

. brag bout loyalty 
. call other females hoes
. song lyrics
. complain bout cramps
. twee",2
  you gotta be a really weak bitch to let somebodys tweets offend you ...especially if you never met the person,2
   funniest one lmfaoooo  swag bitch,2
  i fought  little bitch ass  yr olds over a month ago for those  ,2
  boys get thirsty and grimey for a girl no pussy getting ass niggas,2
  derrick said if i cover my face and leave just my eyes visible ill have tons of bitches,2
  pop a molly why dont you hoes sta poppin some bi control ,2
   oomf lying knowing he dont be bored in brusly fckn that bald head hoe.,2
  sick of bitches bitching about other bitches.,2
   i need a bitch,2
   big bitches come to the club dressed well with flats on. noheels,2
  hey bitch socialize this. i love it   ioc cuts constitution from hockey mask  via ,2
  i dont watch the vs fashion show because i have bigger boobs than all of those pancake bitches lol. ,2
  bitch im not concerned about you.,2
   people are forgetting that the logic behind the purge is retarded haha,2
  i may be a bitch but least i keep it real.,2
  just a little closer bitch ,2
   happy bi to the gayest nigga missing you and follow my new account british cunt,2
  the theory of you say no to ratchet pussy juicy j cant has been proven,2
  omg i was coughing and saw wiggas tweet  the fuckkk lol. talk about choking  ,2
  i swear to god some guys are bigger bitches than girls,2
  hoes find a way to hoe...... no matter what ,2
  i dont have a key to my car that bitch foreign ,2
   dudes probably just think eating pussy is sucking on pussy lips  fse cut it out ,2
   how black bitches drive when they fav song come on pt .  golilstacy   ,2
  top notch bitch hair down to her ass,2
  im fuking every night up in my new house .. cause bitch i worked to hard fa this new house .. ,2
  never invest money into a broke bitch ..,2
  im a cool ass nigga lbs..its rare if a mf dont like me..nigga you either hating or mad cus yo bitch choosing ,2
  i beat the pussy up up up up up...,2
  its  bi i wish you many big booty hoes mane. shit ima turn up for your bi too,2
  not a flagrant lebrons a bitch,2
  we dont want no skinny bitches get out we want big booty bitches,2
"  johnny cash turned down the gambler. guess you could say he didnt know when to ho . . . never mind.
 ",2
  lol she blocked you little bitches these days.  ,2
  and if you aint a hoe get up out my trap house,2
   if i post a picture of my woman all you hoes jumping off a bridge tonight lol ohkillem,2
  smh what a hoe. you just couldnt wait. ,2
  when a bitch twerking on you in the club and you peep the change in her pocket ,2
"  this dogs like 
go on tell em i ate your bitch ass homework. they aint never gunna believe your dumb ass ",2
  lmao hoes now a days ,2
"  slow rap voice that bitch can suck my dick
faster rapping voice that bitch can suck my dick",2
  hoooow bitch how ,2
   bitch my dick is yo dinner,2
  see   your pussy amp personality gotta be trash if a nigga stopped talking to you after sex,2
  lmao a hoes favorite season is cuffing season u aint know    summer hoes turning into winter wifeys ,2
  uhm bitch the fuck its wednesday and we are suppose to wear black u cant sit with us ,2
  lexi swear she a bad bitch,2
   lol shiiiiiit one day they gonna have a have a golden statue of me lickin da shit out of some pussy in my ,2
  lol i be eatin da shit outta sum pussy. ill never be a serial pussy eater tho.,2
  i dont get why people bitch about an unfollow when you never talked to them,2
"  bitch do it look like i care 

 n
 o
 o
 o
o
 o
o
 
 
.
.
 .
.",2
  your ipad raised your kid to be a giant pussy. good job.,2
  these hoes really would sit in your face and act like they puttin the world in the relationship been fuckin off the whole ,2
  guns are fucking corny put down your assault rifles and knuckle up.. i wanna go hand to hand with all the nra pussy ass spoke ...,2
  momma said no pussy cats inside of my dog house.,2
    not a fob fan nor in the know. but fuck you fatty is a poor argument for anything after th,2
  never hu your girlfriend to make a hoe happy  djmemphis,2
  stupid ignorant bitch  stopped by chickfila in the woodlands to suppo a great business.  ...,2
  i gave my number to this bad ass bitch a few days agoshe said ill call you when i make it home. im sta to think tha,2
"  if your sis is a bitch brother is a jerk
leave em both alone and continue with your work  qtip",2
  gameplan . eat the pussy . beat the pussy up . apologize to the pussy by eating it again because its so good.,2
  i want to take the time tonight to acknowledge all of the ex hoes,2
  she used to be more fun as a hoe ..this new you is to positive,2
  im mature enough to eat pussy when its time too eating ass is just disrespect.,2
  ya bitches luv throwing bread crumbs on the ground and complain about the pigeons who come flocking towards ya,2
   this bitch come up and pull her titty out... what do you do  the more the merrie,2
   this nigga jerry room smell like bad pussy,2
  dont fucks with u hoe,2
  i do know one thing tho bitches they come amp go.,2
  niggas gon talk bitches gon hate.,2
  am i the only one tht see these hoes pattern. they stop tweet for  to  weeks and come bac with the same love tweets bout ,2
   ross got amber rose naked these hoes aint loyal wiz that aint amber rose tho,2
  bell hooks is bored by nikki minaj amp thinks pussy is old hat. im bored by her old hat ass pop critiques.,2
  do i get to pick the actress who po me on unsolved mysteries when the police find the remains of the bitch who ca,2
  i just wanna pimp these hoe amp ride rarris,2
  launches sacks of burning medical waste into the side of someones house for having a bird feeder on their porch fucking bird,2
  ah i can smell it. its just about ready. opens the oven up and pulls out a sshitty burnt up ritz cracker my perfect boys lu,2
  hoo boy... these guinea pigd love to shit. shouldnt have ordered the full dozen,2
  bitches fwu when they wanna .. ha na bitch not over here,2
  dont curve the man today in whom you may need to eat your pussy tomorrow,2
  real.  he eats your pussy until u nut. so why u cant return the favor,2
  and if you aint a hoe get up out my traphouseeee ,2
  th grade bitches lt ,2
  dont mind me im just over here tryin to teach ur bitch how to dougie,2
  my new years resolution is to fuck ur bitch  times,2
  howtogetagirl do not and i repeat do not refer to her as your bitch,2
  violet needs service to get texts from hoes  ,2
  pussy ass nigga ,2
   amp  rivvv tn. no bailing.. pussies,2
   bro you just made me want that ho even more  what year,2
  i done had everything you hoes ever wanted s|o to my daddy. nigga w the money,2
  lifes a bitch,2
  make sure you take your rage out on unsuspecting targets today. i chose a stapler and that bitch had it coming.,2
  i completely lost my mind if you find it go ahead and keep it bitch,2
  jimmy graham is one ugly son of a bitch,2
  i wish a bitch would tell me something that i dont know about my nigga. girlboo,2
   doggpound never left hip hop fans just turned into hoes. literally ratchet broads that pretend to like baske,2
    yea but cotto was frustrated n didnt wanna go onand like a bitch he left the ring as soo,2
     i see you guys kicked this long haired faggot out your lil video game team,2
     so you gonna believe mea cripple or a fuckn hippo,2
  i can see moose rockin himself back n fo in a corner of n empty room with his faggot hair all in his face sayin  himse,2
  i still laugh at maniac being scared of needlesi bet he was crying like a bitch when he got his gay ass tat,2
  wouldnt mind driving up to ghetto ass chula vista just to slap the shit out of gyro and watch him stand there and just ta,2
  you bummy hoes cant do this ur right sis. most i do is splash some peppermint soap on it. other shit aint necessary.,2
  hover parents are the ones who bitch the most about their childrens dependence.,2
  its am. and your man is with his other bitch. a computer. and you really cannot fucking compete.,2
"  its noveminember bitch 

 a of the year amas ",2
  quit hoggin the blunt bitch,2
  i be catchin bitches while bitches be catchin feelings,2
  dont put the pussy on a pedestal homie,2
  kills me when bitches have a different real life mcm every damn monday lmao. whoraisedyou ,2
"  where are they now fads 
doc ma enjoying anal sex 
girbaud posers wiggers fake bangers. now accountants
jncos domin",2
  burn forever bitch.,2
"  the ones we really like  we cant get.
but if you got the one you really like then you a lucky bitch.",2
   girl ugly denna hoe  whats this then  ,2
  idc how cute you are that shit dont matter if you got a trash personality.,2
  money is the baddest bitch i know,2
  when the pussy so good you cant pull out. ever. ,2
  if u got cotton mouth u can eat my pussy,2
  porno hoes funny af bc theyll still be like u like this tight ass pussy even tho the dude been fucking for  minutes w,2
  u still in ur feelings and he in some new pussy,2
  fuck all the skinny bitches  neverforget  ,2
  before covering up irs misdeeds creepy little leprechaun john koskinen cooked the books for teamsters amp freddie mac ,2
  i have an embarrassment of bitches,2
   sitting pretty makes bitches mad pretty much,2
  nosey ass hoes  i hate em. always finding shit but cant find a man to date em ,2
  shes covering half of her face and shes still more prettier than all of you hoes skndndnddnd ,2
  my friends the   malibu has the legroom and ventilation necessary for professional pussyeating. visit your chevy d,2
  i just found out that marehood is code for horse pussy brony mlp ,2
  bitches talking bout dey bout ta chill out on going out you bitches just saying dat cause its getting cold and u bitches d,2
  nah go talk to ur hoes since u dont wanna text back n shit ,2
  i swear  we in this forever now bitch ,2
"  a girl tweeted you might be ghetto if u bring food from outside into the movies

no u might be stupid if u pay . for a ba",2
  nah go talk to ur bitch since she yo crush n shit ,2
  u may think im a bitch but as soon as you get to know me u realize that first impressions are right and i am a bitch,2
"  rockin rollin swaggin to the max
my bitch a fashion killa she be busy poppin tags",2
  u do realize when you say omg my ex downgraded lol xddd it makes you seem like a creepy little cunt that cant seem to de,2
   now lets get onto you .. you slingy dingy ugly salamander lookin bitch i will not waist my time tweeti,2
  unfollow me bitch. i wont cry about it. ,2
    bitch lol,2
   huh man   hes gna drown in the pussy for real,2
  lol everyones a lil bitch,2
   hoe,2
  if yo bitch only fucking with you bcuz of your money chances are any nigga with some money can fuck her,2
  you can ask yourself if you trust clegg cameron and miliband or you can vote yes and never think about the cunts ever a,2
  if a man tells you he doesnt eat pussy ampexpects to have sex just laugh. laugh as u put your clothes on laugh as u g,2
  fake ass bitches bruh lol ,2
  when you listening to a bitch complaining about a nigga that aint even hers. ,2
  tf is a baby goal bitch u gone have what you gone have.   baby goals  ,2
  hate a bitch that run her mouth .,2
  rule  do pussy ass shit sometimes. like write her love notes. write long paragraphs about how youve never felt this way b,2
   is so wise yet so young. thank you for listening to me bitch ,2
  waka flaka a lucky retard lol,2
  if i was stranded on an island and could only bring one thing i would bring dora. that bitch has everything in that fu ...,2
  real friends dont get offended when you call them bitch hoe or slut. they smile and call you something more offensive..,2
  i feel like eating pussy right fucking now,2
  the only d yah bitches should be thirsty for ,2
  half the bitches that say tfti  wouldnt even go i bet.,2
  pussy so good had to save that shit for later  ,2
  a female will automatically assume you have hoes if she finds you attractive. ,2
  like i know i can be a bitch sometimes but some people need to know their levels,2
  i love pussy ,2
   not surprised stupid bitch fonda american troops vietnam,2
  i see the same hoes,2
  the wicked witch of the east is done now send that vile bitch to syria ,2
  i act like ion ee kno dat bitch ,2
  these hoes be acting up,2
  yo bitch givin me head while i watch good burger.,2
  went to both lunches because of your bitch ass  ,2
  but i aint mad at her prejudice dad thats the best damn pussy i ever had,2
  goodbye you faggot ,2
  i hate when netflix stop amp asks if im still watchin like yes u think i got up amp sta doin somethin with my life bitch put,2
  my hobbies include being a sarcastic bitch and thats it,2
  i think pats trying to say his pussy is too bombed....idk,2
  oh bostop with the speechlike you give one tinkers damn about the kidsthe poorany of the crap you are spoutingyouve prov,2
   to these hoes im everything,2
  can you call someone a racist then call them white bitch in the same sentence without losing credibility ,2
  people person so you know lil gabby got hoes ,2
     bitch.... yall relationship aint shit but a theory,2
  girls really be comfo with they dudes addressing them as they bitch im sorry but that will never fly with me.,2
  you shouldnt bitch about anything until youre in a  person group chat,2
  bow down to me bitches i am your chief ,2
"  me lets try a nd attempt of my first day of work
the cold haha yeah right i fucked your car and your bitch",2
    shut up bitch lol,2
"  hours of hell. obama flat out lied to get reelected. killery ltwhat diff does it make now 

karma its a bitch ",2
"  side hoes shall only eat side dishes fo ye are what ye eats
traprinthions ",2
  wtf was drake asking us to pull over so he can get my autograph bitch im scheelp fuck you drake ,2
  im just ready to get engaged so i can meet the new wave of aint shit bitches outchea. ,2
     wtf this bitch broke her arm eery time she hit the shit ,2
  bitches be handin out neck like free chinese food samples at the mall and go to bed every night wondering why they aint,2
    youre a pussy. you have more cargo sho in your avi than fucks i give,2
  cleveland nigga im fly we switcharoo bitches no lie,2
   if she got the chipotle plug cuff that hoe twitterlessalex ,2
  stop forcing ya kids to take these pictures u trying to trap niggas online wit u funky hoes,2
  happy halloween bitches  katiedodds halloween cle ,2
  i bet there are hella rednecks who just got super pissed at that coke commercial,2
  im honestly surprised some of u guys have ever seen a pussy,2
  show me your pussy.,2
  lmao what my nigga just told me hoes these days... they lovin the crew gd,2
   nigguh waldo had chipotle waiting for him at his house lucky soab lol,2
    if you ever had an abo you got cemetery pussy  omg lmao,2
  i still aint got the time for a bitch to be acting iffy ,2
  always a fat bitch in the handicap spot but never a dude in a wheelchair.,2
  egg avi in my mentions with  followers pussy bo dont want war .,2
  yaaas bitch yaas u so hot bitch yaaas ,2
"  hits blunt

if a guy talk to  girls is he a hoe or does he have hoes ",2
  so yeah  is the fucking best and i would really hate living if i didnt know her. my bad bitch appreciation pos,2
  all the bitches who called me a hoe in high school got like  kids now..,2
  scarlett johansson ,2
  chicks think that having sex with a guy for months automatically makes him their boyfriend .. bitch did you ask him ,2
  based on my starbucks drink choices i admit that i am in fact a basic bitch.,2
  cant wait to eat metropole  and see my  friends bring on those damn yellow penguinsro ...,2
  fuck that. she better laminate my face.   youre a grown man and think eating pussy is emasculating,2
"  things to remember
sometimes being a bitch is necessary.
stick to your guns.
impromptu solo dance pa are good fo",2
   tom ford probably fucking all these hoes he probably would be if he wasnt a homosexual,2
"  c is for cunt
u is for ur a cunt
n is for not sure u know this but ur a cunt
t is for turn around bitch ur a cunt",2
  all these hoes always talkin shit about there guy. look bitch if your gonna talk shit to me ill be happy to smack you in yo,2
    no youre a nigger go pick my cotton,2
  you ex bitches need to realize . ,2
  i know where i would be tonight if i was in atl mansionelan i can bet that bitch gone be lit tonight ,2
  you see her nudes she must have beat her own pussy up   salute ,2
  ead   especially after rita died..   dexter was just as trash as breaking bad.,2
  stop fucking calling these legends trash. cuz the top a of our generation take from the legends.,2
  hes saying...he doesnt discriminate. he like darkskin hoes he like lightskin hoes he like asians. as long as they bad.,2
  dont be sorry hoe be careful,2
  its  things in this world that i aint seen thats a ufo amp a bitch that i need ,2
  lmaoo nigger is scared   so results are supposed to be out today lol lol,2
  i hate when old bitches wear clothes these young hoes be wearing like stay yo ass in yo age group,2
  i hate when bitches twerk to slow songs  ,2
  i need some phenomenal head. like someone who was born and breed to eat pussy. someone who is an adept when it cums to tong,2
   corny ass hoes always got my name in they mouth.,2
  get with the winning team hoe ,2
  that bitch lebron counted to like  he aint eem give miami  yrs ,2
  why do hoes always want to come bacc when they didnt have to leave in the first place,2
   thanks for being black in da and now  years old you kinky hentai son of a bitch,2
   some   niggas be so pressed for pussy my bad yes some,2
  my next bitch gotta take me out just because....,2
  niggas talk more than bitches these days...,2
  every girl sucks dick. dont let that bitch fool you.,2
  if he asks what you about to do after yall get done fucking you a hoe.,2
  also.   i know one ho in pa who loves pointing out that everyone else is a ho. lol,2
  i always waste my time on irrelevant bitches ,2
"  all i see on my timeline is
ebola
ebola
ebola
i hate school 
ebola 
ebola
some twitter hoes selfie
ebola
ebola
pull out ga",2
  how im a hoe if i only fucked  men bitch cuz they was best friends,2
     if your girl smoke weed the dopeman slamming your bitch for a g but thats relationship goals to ya,2
     wow she let quite a few niggas beat. equal oppo pussy,2
   hoes.,2
  a woman never cheated unless a man drove her to do it... men only cheat for new pussy,2
  i dont do nothin for no bitch that she wouldnt do for me,2
  im missing a few things i really need in my life iphone  ios  ps some bitches and a new car.,2
  if i get  or more retweets thats proof i get  bitches. lets settle this once and for all,2
  if your friend is a hoe u a hoe too. birds of a feather flock together,2
  if your girl see that another girl likes you her name is this bitch until fu notice.,2
  men only cheat for pussy. women cheat cuz they think they have  soulmates,2
   if no bitches texting u right now,2
   if u lost all your bitches,2
  stop respecting women who admit to having a hoe phase,2
  stop wasting texts on bitches who aint tryna fuck u,2
  u a faggot if u heat up leftover pizza,2
  u a hoe if you have children and youre still awake,2
  women who need to be put in their place are trash. you are a human not a pet bitch relax,2
  yall bitches got to stop pushing away the niggas who really care about yall for these niggas who dont give a fuck,2
  your girl swear u cheating until u fuck a bitch for real then its omg how could u,2
  why are pussy fa so embarrassing  ,2
  get a girl with good hair . u dont want a bitch that got nappy ass hair . yo kids gone end up having bbs nigga ,2
  you bitches make everything a relationship goal.,2
  lol i have an obsession with smell goods. candles...plug ins....spray...the smelly good wax thingys...pussy....,2
  females be  acting  . turning up like they  . throwing the pussy like they  ... but still cant pass alg,2
  dont wife a hoe amp end up like these  ,2
  not all black girls are ghetto,2
  i gotta curve these hoes before they have a chance to curve me  ,2
  kim k got bitches thinkin being a hoe is a career with health care benefits,2
  this was the most racist bitch in the world.. ,2
  can i bring another bitch lets have a some,2
  a boyfriend and girlfriend suppose to laugh at these hoes together. a guy should never have these hoes laughing at his girl..,2
  girls favorite line  go talk to yo hoes ,2
  ima get wifey not cunt who spreads legs for anyone. settle for nothing but the rarest. difference better you and me lmao,2
  retweet for big booty bitches,2
   bruh i never seen so many ugly bitches in one picture before smh  is that luda,2
  karmas a bitch ,2
  for all you bitches that think youre a bad bitch please tell that to rhonda rousey.,2
  took this bitch  months to put a scarf on smfh ,2
  every time a black woman says oh bitch i smile.,2
  niggas gossip like bitches.. but yet they be the realest niggas tho i dont understand..,2
  when she comes through with the nudes but they trash but she got big titties ,2
  it goes from babe to bitch i love you to i hate you i need you to fuck you youre my everything to you,2
  when that one stupid bitch pops up on your timeline... ,2
  st   show proof i sold pussy for . ill wait.,2
  you a faggot if you use uber because real niggas drive drunk,2
  this bitch really happy she got k followers from getting kicked out of a moving car by her abusive bf and almost dyi,2
  i hate when people take a picture and be like  dont mind the background   nah bitch imma mind ,2
  ever stay home from school and look at the clock and say yeah those bitches in math right now,2
  if she can roll wife that bitch.,2
  every females worried about being played amp every nigga worried she a hoe. so nothing but games will b played wit that minds,2
  dame the type of bitch that go to jail to meet men  ,2
  these bitches dont love nobody amp the hos is for everybody,2
  i wanna watch a nigger made before christmas,2
  theres pussy makeup,2
"  ifwedate 
get rid of your exs 


get rid of your hoes


we dont need no interference
",2
  a couple  is a couple  not a couple amp one  not a couple amp some  not a couple amp plenty   no hoes no ,2
  all relationships come w hatin ass hoes drama jealousy arguments.. all that. only real couples laugh at the shit ,2
  white bitches win again smh  i fucking hate you ,2
   bitch get it how you live ,2
    its bout that time were i feel like beening a hard working woman .....and a stripper hoe by night do,2
"  every bitch with her ass out on instagram bio be like 

deleted at k for booking email backpagepussy",2
  a real hoe will never let you turn her into a house wife.. shell let you know what it is before you sta catching fe,2
  yall bitches dont know how to be friends  ,2
  them other bitches aint got nothing on me i can tell by how your still fucking with meeeee,2
  fuck ur wcw...let me see wat ur current bitch look like. + oowe...,2
  you gotta be able to keep a bitch on her feet or shell be on her knees with the next nigga.,2
  if i got time to hold my phone the whole time we having sex. yo pussy trash,2
  when you having a girls night and you cooking for ya bitches ctfu ghettogirls ,2
  lmfaoo   lmfao   lmao   you niggers move sooo fast ,2
  ego so big i must admit  i got every reason to feel like im that bitch ,2
  when you hoes gone learn second place dont get a prize,2
"   that aint my hoe.

this is the same man that wants to be godly....",2
   years of racism and they think nigger hu my feelings lol. white people are funny.,2
  she called me mexican is that all she have on me tho im a proud hispanic bitch sure liked this dick tho hoe.,2
   iont got not type ... bad bitches is the only thing that i like,2
  i will neva sleep on a pussy,2
"   these hoes aint loyal 

",2
  i hate seeing a nice fee wit a weak nigga .. be like girl yu retarded r sumn uon know yu cud have me,2
  i just wanna leave this bitch for a weekend,2
  if you hatin you just need some pussy...,2
     ike finna have the bitter bitches upsaught  and he dont care lmao | not at all,2
  trey songz album is about being a single hoe ass nigga lol,2
     this bitch real nasty    ah need her ,2
  im sick of bitches  bitching about other bitches ,2
  go talk to your hoes ,2
  the easy way out   while you females calling them hoes asking if they want ketchup with they fries. ,2
  if a bitch dont act crazy over you  she dont really want you. ,2
  jacob needs to stop being a little bitch and follow me on instagram,2
  lol when bitches tryna chill with me like do u kno who i am im the mother fuxin dory hoe i touched the butt,2
  im hooked on money.. the pussy and weed is just a bonus,2
  quit it with that you got hoes shit you aint got a got damn thanggg witcha ugly ass ,2
    eat my pussy,2
   you aint a bad bitch if you got bad habits  .,2
  i kno u wanna roll w a bitch like me,2
  i never had a nigga taken from me  . in order to take him from me he must not return  . keep that in mind bitch ,2
  mahammad was a bitch. cause i said so. ,2
  craziest bitches got the best pussy.....,2
  ugly bitches like to argue a lot.,2
  twitter is suspending the shit out of is multiple iterations of new regional accounts opening today and suspended within ho,2
  if you call a player a pussy when hes sidelined by concussion and a low class when he trash talks you might be a f,2
   half of it will be about how you became ghetto in compton.,2
    ayyy what fags,2
  lmfaoooooooooooooooo   put that muthafuckin jelly on that bread bitch spread it ,2
"  im running like a bitch
 michael clifford role model and inspiration to many",2
  if you ate my pussy dont ever try to disrespect me . fck nigga i fed you ,2
  i hate girls that be like  i cant talk to you you got too many hoes.. bitch where ya competitive spirit at,2
  niggas expect you to pull this out when they ask where the hoes at ,2
  the nigga with no future always have the most hoes..,2
  just texted my phone this bitch just blew my high,2
  rihanna is currently dropping bombs on you bitches,2
  give me head amp kiss yo bitch  you a ill nigga ,2
  hickeys hu i dont see how people always have them hoes .,2
  when you  a bitch they never talking bout you all of a sudden ,2
  youre still a pussy ,2
"  attractive girls are always the most insecure... 

while these shrek looking bitches walk around thinking their the shit ",2
"  just seen this little yellow nigga who lives in a pineapple.....
thats some crazy shit.",2
  maybe all these fake bitches will pretend to be real for halloween,2
"  school doesnt even test your intelligence it tests ur memory...

....it tests my ability to keep calm and not slap a bitch",2
  unloyal girls turn good guys into assholes. and unloyal guys turn good women into bitches.,2
  i hate seeing people with money spend it on stupid shit you dont need  tvs amp a shark tank you twat,2
"  if we date
get rid of ya exs 


ill get rid of my hoes


we dont need no interference 
",2
  swag fags are now hibernating because great america and christmas in the park are both closed. ,2
  . i wish you would stop being a hoe.,2
  bi control should be mandatory for some of you hoes,2
  guys at pa be screaming these hoes aint loyal but they drunk amp cheating on they gf with a girl who look like ra,2
"  top  lies girls tell on twitter
. my dms dont work
. why is my twitter unfollowing people
. im not a hoe",2
  so to all those girls who are curled up in a ball in their bed waiting for that goodnight text. go to sleep bitch he ,2
  you bitches with a cup boobs need to stop wasting money on bras and just buy some tank tops like the rest of the homies.,2
  cant just tell me anything bitch im one click away from google at all times,2
  i swear i care bout everything but these bitches ,2
   fuck them hoes i have bigger problems like do you cook at your house lol,2
   fuck them hoes i have bigger problems like do you ever cook at your house lmao,2
  lol what a fake bitch,2
  vibing with my bitches on this  feeling good  slowjams neveradullmoment withthesebitches   ,2
      hoes on gish road be lookin like.. talkin bout  dolla sucky sucky,2
     theres only like one retarded fucking beaner that does and hes a stupid ass ex,2
   fucking faggot,2
  why is it always the bitches with no money no job... no contribution to anything financial that have the highest standards,2
  pretty bitch is always comin thru ,2
  dese hoes aint loyal  walma teamignant hoodcomedy flytv lolatl  bruh ,2
  join me for s no fucks given join bitch   ,2
  all talk blahblah bye bitch,2
  ever look at a bitch tweet and was like bitch stfu ,2
  everyday i turn more into a cold hea bitch.,2
  trigger finger keep my pussy wet no thanks,2
   hit that bitch with a bottle,2
  niggaaaaaa why these bitches trip so hard over a nigga when will they realize theyre gonna grow up amp regret the fool,2
  leavin no hope for these hoes,2
    fag,2
   pussy,2
  im not saying im for this but .. studs will fuck trannys but wont let they bitch strap them down you muhfuckas childish lol,2
  you gotta be straight forward with hoes ... tell them what you want from jump ...,2
  . her. when we found her she was so sloppy and i tried to drag her to the car. she was fighting back and the bitch was hea,2
  . basically you cant be bold and be a hoe at the same time.,2
  lost my erection and found it in your girlfriends pussy,2
    day down  more days with out pot lentyour a faggot,2
  damn it wigga ,2
   imma get my crew on dis fuckin fag hunnad real talk nigga turn up,2
  real   few things worse than forcing a conversation with a dumb bitch,2
  chantel isnt a side hoe bc apparently shes lesbian. im done with life. all these months hating her for no reason.,2
   youre retarded enough to be both. but atleast i have a date to bring you on for your bi,2
"  cheating aint no accident hoe
 fallin off a bike is a accident 
i aint never seen a bitch trip amp land on no dick",2
    yall hoes get boyfriends just to tweet about them. then break up to dawg him on here lol,2
  bradshaw aint no hoe,2
    are you kidding boycottcriminalintent just lost my fave program. take a belt to that bitch.,2
    im so weak ima go stalk him now lmfao u lucky bitch ,2
   i was about to be like r u queer but cmon jen do u even need to ask,2
   quote this tweet with the funniest pic in ya camera roll  this bitch sta it all ,2
   bitch,2
  not every female is a trophy some of yall hoes are just ce of completion,2
   and also.pussy..if my shit offends u..get off twitter..block me..and go suck a cock...,2
  i dont want the pussy if it makes me want to pay your bills and not sleep my sunday mornings away dont ruin my life.,2
     yeah i dont think thats okay...fuckin drop it. you shouldnt even joke abo,2
  yeah basic bitches are a thing but how many straight white men do you know who are all the same and so boring,2
  nipple piercings are suppose to be a girls personal secret. but yall hoes get them just to take a selfie,2
  anxiety is such a cunt,2
  im never watching brave hea again you cunts dont want freedom,2
  when people write a review of my comedy that sta with im not easily offended but this was just not funny that cunt,2
  us ghettosdriven by lib ideologyforged by unionsampbankrupted by selfserving ds catering parasites tcot ,2
  dear everyone using natural deodorant its not working you stinky bitch.,2
